item,case,level,level_ko,desc,blind_by_design,fp_by_design,current_focus,blind_spot,over_detect,cpk_ratio_pct,stdev_delta_pct,ks_d,meanshift_sigma,median_shift,iqr_delta_pct,p_mean,p_stdev,before_avg,before_stdev,before_cpk,after_avg,after_stdev,after_cpk
SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU,1,L1 차이 거의 없음,정규 → 중앙 함몰(U 자화),1,0,0,0,0,100.0,2e-06,0.0307,0.0,0.0424,5.23291,1.0,0.481438,5.0,1.0416666600080258,1.6,5.0,1.0416666772590808,1.6
SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU,2,L2 자세히 보면 다름,정규 → 중앙 함몰(U 자화),1,0,0,0,0,100.0,-0.0,0.0723,0.0,0.0464,25.895475,1.0,0.017749,5.0,1.0416666715498117,1.6,5.0,1.0416666672116424,1.6
SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU,3,L3 확실히 다름,정규 → 중앙 함몰(U 자화),1,0,0,1,0,100.0,1e-06,0.1259,0.0,0.0185,33.328086,1.0,4.4e-05,5.0,1.041666664230551,1.6,5.0,1.0416666721549959,1.6
SHAPE_PLATEAU_01_L4,SHAPE_PLATEAU,4,L4 누가 봐도 완전히 다름,정규 → 중앙 함몰(U 자화),1,0,1,0,0,100.0,-0.0,0.1645,0.0,0.0475,35.215257,1.0,0.0,5.0,1.041666660420982,1.6,5.0,1.0416666556505676,1.6
SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R,1,L1 차이 거의 없음,정규 → 우왜곡(로그정규형),1,0,0,0,0,100.0,-1e-06,0.0387,0.0,0.0175,-4.195244,1.0,0.508458,5.0,1.0416666679452895,1.6,5.0,1.041666661434726,1.6
SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R,2,L2 자세히 보면 다름,정규 → 우왜곡(로그정규형),1,0,0,0,0,100.37,-0.376909,0.0852,0.0008,0.1134,0.463376,0.986213,0.280829,5.0,1.041666681369976,1.6,4.9992,1.0377405438161822,1.606
SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R,3,L3 확실히 다름,정규 → 우왜곡(로그정규형),1,0,0,1,0,103.44,-3.398007,0.1427,0.0051,0.1639,-21.45264,0.907474,9.5e-05,5.0,1.0416666690003786,1.6,4.9947,1.0062707589666213,1.655
SHAPE_SKEW_R_01_L4,SHAPE_SKEW_R,4,L4 누가 봐도 완전히 다름,정규 → 우왜곡(로그정규형),1,0,1,0,0,104.81,-4.743354,0.1982,0.0081,0.2583,-41.655466,0.852878,0.0,5.0,1.0416666638235523,1.6,4.9916,0.9922567291664695,1.677
SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP,1,L1 차이 거의 없음,"왜곡 방향 반전 (우→좌, μ·σ 동일)",1,0,0,0,0,100.0,1e-06,0.0823,0.0,0.1251,-3.945444,1.0,0.917174,5.0,1.0416666656874125,1.6,5.0,1.0416666745843228,1.6
SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP,2,L2 자세히 보면 다름,"왜곡 방향 반전 (우→좌, μ·σ 동일)",1,0,0,0,0,100.19,-0.183367,0.1249,0.0014,0.2311,-0.911053,0.974107,0.592573,4.9994,1.0388477824947946,1.604,5.0009,1.0369428825899631,1.607
SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP,3,L3 확실히 다름,"왜곡 방향 반전 (우→좌, μ·σ 동일)",1,0,1,0,0,100.18,-0.176634,0.2309,0.0059,0.4626,1.587,0.893716,0.94088,4.9971,1.0262941781194785,1.623,5.0032,1.0244813961659194,1.626
SHAPE_SKEWFLIP_01_L4,SHAPE_SKEWFLIP,4,L4 누가 봐도 완전히 다름,"왜곡 방향 반전 (우→좌, μ·σ 동일)",1,0,1,0,0,98.66,1.408561,0.3449,0.0212,0.7825,-0.693642,0.636182,0.801856,4.9886,0.9664028026011109,1.721,5.0091,0.9800151734883473,1.698
SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER,1,L1 차이 거의 없음,정규 → 이탈 무리 분리,1,0,0,0,0,100.0,0.0,0.0317,0.0,0.0236,-3.058738,1.0,0.874567,5.0,1.0416666729191237,1.6,5.0,1.0416666736773144,1.6
SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER,2,L2 자세히 보면 다름,정규 → 이탈 무리 분리,1,0,0,0,0,100.0,-2e-06,0.0406,0.0,0.0206,-4.127323,1.0,0.895495,5.0,1.0416666776555674,1.6,5.0,1.0416666618462296,1.6
SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER,3,L3 확실히 다름,정규 → 이탈 무리 분리,1,0,0,1,0,100.0,-1e-06,0.0654,0.0,0.0672,-10.328309,1.0,0.141907,5.0,1.0416666706190327,1.6,5.0,1.0416666620898194,1.6
SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER,4,L4 누가 봐도 완전히 다름,정규 → 이탈 무리 분리,1,0,0,1,0,100.0,-2e-06,0.1457,0.0,0.1138,-33.923255,1.0,0.000132,5.0,1.0416666807278796,1.6,5.0,1.0416666564830521,1.6
SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER,1,L1 차이 거의 없음,정규 → 이탈 무리 분리,1,0,0,0,0,100.0,1e-06,0.0268,0.0,0.0286,6.321543,1.0,0.543824,5.0,1.0416666746459466,1.6,5.0,1.041666680871796,1.6
SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER,2,L2 자세히 보면 다름,정규 → 이탈 무리 분리,1,0,0,0,0,100.0,0.0,0.0228,0.0,0.0115,-2.309663,1.0,0.689617,5.0,1.0416666690567655,1.6,5.0,1.0416666693374097,1.6
SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER,3,L3 확실히 다름,정규 → 이탈 무리 분리,1,0,0,1,0,100.0,-1e-06,0.0634,0.0,0.064,-6.187304,1.0,0.229949,5.0,1.0416666683202622,1.6,5.0,1.0416666583861294,1.6
SHAPE_OUTLIER_02_L4,SHAPE_OUTLIER,4,L4 누가 봐도 완전히 다름,정규 → 이탈 무리 분리,1,0,0,1,0,100.0,2e-06,0.1318,0.0,0.1058,-30.711379,1.0,6.8e-05,5.0,1.0416666528470275,1.6,5.0,1.0416666722732504,1.6
SHAPE_SPIKE_01_L1,SHAPE_SPIKE,1,L1 차이 거의 없음,정규 → 단일값 스파이크(포화·클램프),1,0,0,0,0,100.0,1e-06,0.0387,0.0,0.0267,-7.799713,1.0,0.293237,5.0,1.0416666605816585,1.6,5.0,1.0416666746010863,1.6
SHAPE_SPIKE_01_L2,SHAPE_SPIKE,2,L2 자세히 보면 다름,정규 → 단일값 스파이크(포화·클램프),1,0,0,0,0,100.0,1e-06,0.0872,0.0,0.0153,-13.185787,1.0,0.031569,5.0,1.041666666001758,1.6,5.0,1.0416666724133952,1.6
SHAPE_SPIKE_01_L3,SHAPE_SPIKE,3,L3 확실히 다름,정규 → 단일값 스파이크(포화·클램프),1,0,1,0,0,100.0,-2e-06,0.1665,0.0,0.0186,-38.836026,1.0,5e-06,5.0,1.0416666770999023,1.6,5.0,1.0416666599726585,1.6
SHAPE_SPIKE_01_L4,SHAPE_SPIKE,4,L4 누가 봐도 완전히 다름,정규 → 단일값 스파이크(포화·클램프),1,0,1,0,0,100.0,1e-06,0.2597,0.0,0.0055,-99.833968,1.0,0.0,5.0,1.041666661456799,1.6,5.0,1.0416666704996995,1.6
SHAPE_SPIKE_02_L1,SHAPE_SPIKE,1,L1 차이 거의 없음,정규 → 단일값 스파이크(포화·클램프),1,0,0,0,0,100.0,2e-06,0.0387,0.0,0.0207,-0.805081,1.0,0.515446,5.0,1.0416666610280692,1.6,5.0,1.0416666777815236,1.6
SHAPE_SPIKE_02_L2,SHAPE_SPIKE,2,L2 자세히 보면 다름,정규 → 단일값 스파이크(포화·클램프),1,0,0,0,0,100.0,1e-06,0.0922,0.0,0.0266,-7.901148,1.0,0.03256,5.0,1.0416666612432057,1.6,5.0,1.0416666700017179,1.6
SHAPE_SPIKE_02_L3,SHAPE_SPIKE,3,L3 확실히 다름,정규 → 단일값 스파이크(포화·클램프),1,0,1,0,0,100.0,-0.0,0.1566,0.0,0.0279,-37.877589,1.0,3e-06,5.0,1.0416666508769175,1.6,5.0,1.0416666475346739,1.6
SHAPE_SPIKE_02_L4,SHAPE_SPIKE,4,L4 누가 봐도 완전히 다름,정규 → 단일값 스파이크(포화·클램프),1,0,1,0,0,100.0,1e-06,0.2527,0.0,0.0054,-95.321506,1.0,0.0,5.0,1.0416666543301099,1.6,5.0,1.0416666696864942,1.6
SHAPE_TRUNC_01_L1,SHAPE_TRUNC,1,L1 차이 거의 없음,정규 → 한쪽 절단(벽 생성),1,0,0,0,0,100.0,0.0,0.0327,0.0,0.0444,3.693174,1.0,0.54714,5.0,1.0416666645195818,1.6,5.0,1.041666668544517,1.6
SHAPE_TRUNC_01_L2,SHAPE_TRUNC,2,L2 자세히 보면 다름,정규 → 한쪽 절단(벽 생성),1,0,0,0,0,100.0,4e-06,0.0753,0.0,0.0357,19.980011,1.0,0.163211,5.0,1.041666661181788,1.6,5.0,1.0416666987227639,1.6
SHAPE_TRUNC_01_L3,SHAPE_TRUNC,3,L3 확실히 다름,정규 → 한쪽 절단(벽 생성),1,0,0,1,0,100.0,6e-06,0.115,0.0,0.0333,24.468519,1.0,0.099553,5.0,1.0416666727265405,1.6,5.0,1.0416667317307768,1.6
SHAPE_TRUNC_01_L4,SHAPE_TRUNC,4,L4 누가 봐도 완전히 다름,정규 → 한쪽 절단(벽 생성),1,0,1,0,0,100.0,6e-06,0.1943,0.0,0.2288,8.105432,1.0,0.952551,5.0,1.0416666638586336,1.6,5.0,1.0416667310944634,1.6
DISC_GRAIN_01_L1,DISC_GRAIN,1,L1 차이 거의 없음,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,0,0,0,100.0,-0.028867,0.0228,0.002,0.0,0.0,0.964043,0.985479,5.0021,1.0463160501529503,1.592,5.0042,1.0460140129262374,1.592
DISC_GRAIN_01_L2,DISC_GRAIN,2,L2 자세히 보면 다름,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,0,0,0,99.56,0.441819,0.0605,0.0044,0.1667,0.0,0.921781,0.935353,5.0013,1.0497902335372495,1.587,4.9967,1.0544284034595501,1.58
DISC_GRAIN_01_L3,DISC_GRAIN,3,L3 확실히 다름,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,0,1,0,95.98,3.769336,0.1497,0.0205,0.1667,33.333312,0.65188,0.591472,4.999,1.0453785463764294,1.594,5.0204,1.0847823736074576,1.53
DISC_GRAIN_01_L4,DISC_GRAIN,4,L4 누가 봐도 완전히 다름,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,1,0,0,86.07,15.945237,0.3409,0.0123,0.6,59.999892,0.797919,8.3e-05,5.0013,1.045101368209541,1.594,4.9884,1.2117452558721953,1.372
DISC_GRAIN_02_L1,DISC_GRAIN,1,L1 차이 거의 없음,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,0,0,0,99.94,0.077572,0.0198,0.0006,0.0,-16.666624,0.989712,0.652373,5.0013,1.0446506324173526,1.595,5.0019,1.045460985993746,1.594
DISC_GRAIN_02_L2,DISC_GRAIN,2,L2 자세히 보면 다름,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,0,0,0,98.5,1.454613,0.0733,0.0033,0.2,19.999939,0.941917,0.367867,5.0016,1.0404103864781908,1.601,5.005,1.0555443304499543,1.577
