SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,SHAPE_BIMODAL_01_L1,SHAPE_BIMODAL_01_L2,SHAPE_BIMODAL_01_L3,SHAPE_BIMODAL_01_L4,SHAPE_BIMODAL_02_L1,SHAPE_BIMODAL_02_L2,SHAPE_BIMODAL_02_L3,SHAPE_BIMODAL_02_L4,SHAPE_BIMODAL_SKEW_01_L1,SHAPE_BIMODAL_SKEW_01_L2,SHAPE_BIMODAL_SKEW_01_L3,SHAPE_BIMODAL_SKEW_01_L4,SHAPE_BIMODAL_SKEW_02_L1,SHAPE_BIMODAL_SKEW_02_L2,SHAPE_BIMODAL_SKEW_02_L3,SHAPE_BIMODAL_SKEW_02_L4,SHAPE_TRIMODAL_01_L1,SHAPE_TRIMODAL_01_L2,SHAPE_TRIMODAL_01_L3,SHAPE_TRIMODAL_01_L4,SHAPE_TRIMODAL_02_L1,SHAPE_TRIMODAL_02_L2,SHAPE_TRIMODAL_02_L3,SHAPE_TRIMODAL_02_L4,SHAPE_TAILFLIP_01_L1,SHAPE_TAILFLIP_01_L2,SHAPE_TAILFLIP_01_L3,SHAPE_TAILFLIP_01_L4,SHAPE_TAILFLIP_02_L1,SHAPE_TAILFLIP_02_L2,SHAPE_TAILFLIP_02_L3,SHAPE_TAILFLIP_02_L4,SHAPE_TAIL_ONESIDE_01_L1,SHAPE_TAIL_ONESIDE_01_L2,SHAPE_TAIL_ONESIDE_01_L3,SHAPE_TAIL_ONESIDE_01_L4,SHAPE_TAIL_ONESIDE_02_L1,SHAPE_TAIL_ONESIDE_02_L2,SHAPE_TAIL_ONESIDE_02_L3,SHAPE_TAIL_ONESIDE_02_L4,SHAPE_TAIL_BOTH_01_L1,SHAPE_TAIL_BOTH_01_L2,SHAPE_TAIL_BOTH_01_L3,SHAPE_TAIL_BOTH_01_L4,SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU_01_L4,SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R_01_L4,SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP_01_L4,SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER_02_L4,SHAPE_SPIKE_01_L1,SHAPE_SPIKE_01_L2,SHAPE_SPIKE_01_L3,SHAPE_SPIKE_01_L4,SHAPE_SPIKE_02_L1,SHAPE_SPIKE_02_L2,SHAPE_SPIKE_02_L3,SHAPE_SPIKE_02_L4,SHAPE_TRUNC_01_L1,SHAPE_TRUNC_01_L2,SHAPE_TRUNC_01_L3,SHAPE_TRUNC_01_L4,SHAPE_UNIFORM_01_L1,SHAPE_UNIFORM_01_L2,SHAPE_UNIFORM_02_L1,SHAPE_UNIFORM_02_L2,DISC_BIMODAL_01_L1,DISC_BIMODAL_01_L2,DISC_BIMODAL_01_L3,DISC_BIMODAL_01_L4,DISC_BIMODAL_02_L1,DISC_BIMODAL_02_L2,DISC_BIMODAL_02_L3,DISC_BIMODAL_02_L4,DISC_SPARSE_01_L1,DISC_SPARSE_01_L2,DISC_SPARSE_01_L3,DISC_SPARSE_01_L4,POS_SHIFT_01_L1,POS_SHIFT_01_L2,POS_SHIFT_01_L3,POS_SHIFT_01_L4,POS_SHIFT_02_L1,POS_SHIFT_02_L2,POS_SHIFT_02_L3,POS_SHIFT_02_L4,POS_SEPARATE_01_L1,POS_SEPARATE_01_L2,POS_SEPARATE_01_L3,POS_SEPARATE_01_L4,SD_UP_01_L1,SD_UP_01_L2,SD_UP_01_L3,SD_UP_01_L4,SD_UP_02_L1,SD_UP_02_L2,SD_UP_02_L3,SD_UP_02_L4,CPK_LOW_01_L1,CPK_LOW_01_L2,CPK_LOW_01_L3,CPK_LOW_01_L4,CPK_LOW_02_L1,CPK_LOW_02_L2,CPK_LOW_02_L3,CPK_LOW_02_L4,CONTROL_SAME_01_L1,CONTROL_SAME_01_L2,CONTROL_SAME_01_L3,CONTROL_SAME_01_L4,CONTROL_SAME_02_L1,CONTROL_SAME_02_L2,CONTROL_SAME_02_L3,CONTROL_SAME_02_L4,CONTROL_SAME_03_L1,CONTROL_SAME_03_L2,CONTROL_SAME_03_L3,CONTROL_SAME_03_L4,CONTROL_SAME_04_L1,CONTROL_SAME_04_L2,CONTROL_SAME_04_L3,CONTROL_SAME_04_L4
C000134,34,3,15,7,1,,4.391660,4.240197,4.026103,3.966338,4.391660,4.240197,4.026103,3.966338,5.018104,4.662348,4.181726,4.106133,5.018104,4.662348,4.181726,4.106133,4.029318,3.854392,3.732451,3.732451,4.029318,3.854392,3.732451,3.732451,4.918465,5.914182,3.435885,3.435885,4.918465,5.914182,3.435885,3.435885,5.130876,4.847363,4.076725,4.076725,5.130876,4.847363,4.076725,4.076725,5.166255,5.060743,5.033764,5.033764,6.091239,5.982542,5.784088,5.784088,5.203315,5.083422,4.771510,4.689365,4.788356,4.855879,5.059906,5.218065,6.757444,4.838213,6.200001,4.174025,6.757444,4.838213,6.200001,4.174025,5.258085,5.271888,5.006365,5.648230,5.258085,5.271888,5.006365,5.648230,5.298838,5.382072,5.753809,5.739696,5.517328,4.938940,5.517328,4.938940,3.645833,3.645833,3.906250,3.906250,3.645833,3.645833,3.906250,3.906250,3.906250,3.906250,4.947917,4.947917,4.633267,4.780915,5.184844,5.711913,4.633267,4.780915,5.184844,5.711913,4.775972,4.816575,4.927656,5.072600,5.449213,5.496274,5.573282,5.727577,5.449213,5.496274,5.573282,5.727577,5.728805,5.978805,7.073201,8.176382,5.728805,5.978805,7.073201,8.176382,5.021617,5.021617,5.021617,5.021617,5.021617,5.021617,5.021617,5.021617,5.021617,5.021617,5.021617,5.021617,5.021617,5.021617,5.021617,5.021617
C000135,34,4,16,7,1,,4.828684,4.575056,4.143791,3.984481,4.828684,4.575056,4.143791,3.984481,5.663784,5.156370,4.467900,4.291696,5.663784,5.156370,4.467900,4.291696,4.356131,4.036670,3.749919,3.749919,4.356131,4.036670,3.749919,3.749919,4.290565,3.655503,3.455481,3.455481,4.290565,3.655503,3.455481,3.455481,5.776701,5.353093,6.329298,6.329298,5.776701,5.353093,6.329298,6.329298,5.639044,3.723560,3.576203,3.576203,5.849102,5.793754,5.696876,5.696876,5.910614,5.830314,5.393169,4.816138,4.085568,4.124262,4.324971,4.584414,5.793744,5.350102,4.625696,6.096961,5.793744,5.350102,4.625696,6.096961,5.963188,6.028275,5.006365,5.017221,5.963188,6.028275,5.006365,5.017221,6.039864,6.183600,5.753809,5.739696,5.506355,4.432160,5.506355,4.432160,3.385417,3.385417,3.645833,3.906250,3.385417,3.385417,3.645833,3.906250,3.385417,4.947917,4.947917,4.947917,6.528336,6.675984,7.079914,7.606982,6.528336,6.675984,7.079914,7.606982,5.818260,5.858863,5.969944,6.114888,4.161021,4.073128,3.929303,3.637483,4.161021,4.073128,3.929303,3.637483,5.152572,5.402572,6.496580,7.594586,5.152572,5.402572,6.496580,7.594586,4.907526,4.907526,4.907526,4.907526,4.907526,4.907526,4.907526,4.907526,4.907526,4.907526,4.907526,4.907526,4.907526,4.907526,4.907526,4.907526
C000136,35,1,17,7,1,,4.021756,3.956768,3.926489,3.950982,4.021756,3.956768,3.926489,3.950982,4.471589,4.244199,3.939503,3.949070,4.471589,4.244199,3.939503,3.949070,3.752698,3.700109,3.717666,3.717666,3.752698,3.700109,3.717666,3.717666,5.449929,6.030208,5.752253,5.752253,5.449929,6.030208,5.752253,5.752253,4.584239,4.419305,3.973236,3.973236,4.584239,4.419305,3.973236,3.973236,4.766079,4.916060,4.954898,4.954898,5.962769,6.338805,5.802652,5.802652,4.628840,4.554477,4.508784,4.677161,5.364696,5.411554,5.493774,5.493891,4.591859,4.404941,6.219249,3.904238,4.591859,4.404941,6.219249,3.904238,4.661275,4.631669,4.530184,5.017221,4.661275,4.631669,4.530184,5.017221,4.671622,4.703646,5.045370,5.069859,4.019780,4.358935,4.019780,4.358935,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.427083,4.427083,4.947917,4.947917,4.836897,4.984544,5.388474,5.915543,4.836897,4.984544,5.388474,5.915543,4.887968,4.928571,5.039652,5.184596,5.568097,5.627612,5.725000,5.920465,5.568097,5.627612,5.725000,5.920465,5.622072,5.872072,6.966396,8.068619,5.622072,5.872072,6.966396,8.068619,4.042840,4.042840,4.042840,4.042840,4.042840,4.042840,4.042840,4.042840,4.042840,4.042840,4.042840,4.042840,4.042840,4.042840,4.042840,4.042840
C000137,35,2,18,7,1,,3.204233,3.330362,3.706335,3.917042,3.204233,3.330362,3.706335,3.917042,3.263743,3.320053,3.404170,3.601947,3.263743,3.320053,3.404170,3.601947,3.141343,3.359128,3.684989,3.684989,3.141343,3.359128,3.684989,3.684989,6.624514,6.286637,4.223715,4.223715,6.624514,6.286637,4.223715,4.223715,3.376122,3.473256,3.744515,3.744515,3.376122,3.473256,3.744515,3.744515,3.881653,4.596297,4.780598,4.780598,3.533005,3.624549,3.755053,3.755053,3.433664,3.650779,4.284062,4.675141,6.580755,6.460595,6.069481,5.738856,3.374194,3.447371,6.107667,3.307985,3.374194,3.447371,6.107667,3.307985,3.342269,3.216727,2.756982,0.665155,3.342269,3.216727,2.756982,0.665155,3.285415,3.204260,2.914973,2.904614,4.257037,3.044116,4.257037,3.044116,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.687500,4.687500,4.687500,4.947917,3.163719,3.311367,3.715297,4.242365,3.163719,3.311367,3.715297,4.242365,3.967721,4.008324,4.119405,4.264348,5.413793,5.457143,5.528079,5.670107,5.413793,5.457143,5.528079,5.670107,4.319763,4.569763,5.663211,6.753739,4.319763,4.569763,5.663211,6.753739,5.141385,5.141385,5.141385,5.141385,5.141385,5.141385,5.141385,5.141385,5.141385,5.141385,5.141385,5.141385,5.141385,5.141385,5.141385,5.141385
C000138,35,3,19,7,1,,4.563001,4.371483,4.072244,3.973451,4.563001,4.371483,4.072244,3.973451,5.271251,4.856036,4.293924,4.178886,5.271251,4.856036,4.293924,4.178886,4.157449,3.925856,3.739299,3.739299,4.157449,3.925856,3.739299,3.739299,4.672289,4.146013,5.362388,5.362388,4.672289,4.146013,5.362388,5.362388,5.384080,5.045641,5.846122,5.846122,5.384080,5.045641,5.846122,5.846122,5.351618,6.346444,6.323416,6.323416,3.818501,3.655373,3.988849,3.988849,5.476862,5.359234,4.962084,4.710119,4.515682,4.579210,4.805203,5.021635,5.398021,5.038906,4.422702,5.999196,5.398021,5.038906,4.422702,5.999196,5.534530,5.568439,5.006365,5.017221,5.534530,5.568439,5.006365,5.017221,5.589367,5.696322,5.753809,5.739696,3.334325,4.747813,3.334325,4.747813,4.687500,4.427083,4.166667,3.906250,4.687500,4.427083,4.166667,3.906250,5.729167,4.947917,5.989583,4.947917,4.334297,4.481945,4.885875,5.412943,4.334297,4.481945,4.885875,5.412943,4.611539,4.652142,4.763223,4.908166,5.646806,5.714567,5.825448,6.048171,5.646806,5.714567,5.825448,6.048171,4.988923,5.238923,6.332821,7.429358,4.988923,5.238923,6.332821,7.429358,5.451992,5.451992,5.451992,5.451992,5.451992,5.451992,5.451992,5.451992,5.451992,5.451992,5.451992,5.451992,5.451992,5.451992,5.451992,5.451992
C000139,35,4,20,7,1,,3.669965,3.687217,3.831754,3.936377,3.669965,3.687217,3.831754,3.936377,3.951837,3.846527,3.709142,3.799698,3.951837,3.846527,3.709142,3.799698,3.489624,3.553380,3.703604,3.703604,3.489624,3.553380,3.703604,3.703604,5.955369,3.777243,4.341568,4.341568,5.955369,3.777243,4.341568,4.341568,4.064370,4.012208,6.247822,6.247822,4.064370,4.012208,6.247822,6.247822,4.385499,6.458398,6.607304,6.607304,4.197032,4.246462,4.311776,4.311776,4.102279,4.125458,4.373960,4.675436,5.897540,5.891268,5.793078,5.639180,4.067881,3.992886,6.076500,5.930410,4.067881,3.992886,6.076500,5.930410,4.093689,4.022801,3.767151,5.017221,4.093689,4.022801,3.767151,5.017221,4.075118,4.058440,4.128631,4.138125,3.190410,4.584231,3.190410,4.584231,4.427083,4.166667,3.906250,3.906250,4.427083,4.166667,3.906250,3.906250,4.947917,5.468750,4.947917,4.947917,4.930770,5.078417,5.482347,6.009416,4.930770,5.078417,5.482347,6.009416,4.939599,4.980202,5.091283,5.236226,5.836347,5.923964,6.067338,6.355700,5.836347,5.923964,6.067338,6.355700,7.026995,7.276995,8.372263,9.487103,7.026995,7.276995,8.372263,9.487103,4.401539,4.401539,4.401539,4.401539,4.401539,4.401539,4.401539,4.401539,4.401539,4.401539,4.401539,4.401539,4.401539,4.401539,4.401539,4.401539
C000140,36,1,21,7,1,,4.462355,4.294366,4.045141,3.969273,4.462355,4.294366,4.045141,3.969273,5.122552,4.742264,4.228019,4.136151,5.122552,4.742264,4.228019,4.136151,4.082185,3.883878,3.735276,3.735276,4.082185,3.883878,3.735276,3.735276,4.816892,5.892007,3.251091,3.251091,4.816892,5.892007,3.251091,3.251091,5.235348,4.929173,4.096504,4.096504,5.235348,4.929173,4.096504,4.096504,5.242736,5.088395,5.048836,5.048836,6.117174,6.371008,6.021521,6.021521,5.315601,5.194704,4.843462,4.695762,4.676293,4.743263,4.959492,5.143614,5.248114,4.921019,4.345805,4.225586,5.248114,4.921019,4.345805,4.225586,5.372147,5.394245,5.006365,5.944905,5.372147,5.394245,5.006365,5.944905,5.418711,5.511732,5.753809,5.739696,3.539104,3.988105,3.539104,3.988105,4.166667,4.166667,3.906250,3.906250,4.166667,4.166667,3.906250,3.906250,5.208333,5.208333,4.947917,4.947917,5.347287,5.494935,5.898864,6.425933,5.347287,5.494935,5.898864,6.425933,5.168683,5.209286,5.320367,5.465311,4.264728,4.187699,4.061653,3.805748,4.264728,4.187699,4.061653,3.805748,3.094532,3.344532,4.437158,5.516681,3.094532,3.344532,4.437158,5.516681,4.813075,4.813075,4.813075,4.813075,4.813075,4.813075,4.813075,4.813075,4.813075,4.813075,4.813075,4.813075,4.813075,4.813075,4.813075,4.813075
C000141,36,2,22,7,1,,3.697834,3.708571,3.839259,3.937534,3.697834,3.708571,3.839259,3.937534,3.993013,3.878031,3.727392,3.811532,3.993013,3.878031,3.727392,3.811532,3.510465,3.565004,3.704718,3.704718,3.510465,3.565004,3.704718,3.704718,5.915327,6.131811,5.985577,5.985577,5.915327,6.131811,5.985577,5.985577,4.105555,4.044459,3.882612,3.882612,4.105555,4.044459,3.882612,3.882612,6.252454,4.789363,4.885837,4.885837,4.236768,4.283677,4.345090,4.345090,4.143307,4.157072,4.381944,4.675487,5.855860,5.854893,5.772627,5.630465,4.109392,4.025530,6.198522,3.667989,4.109392,4.025530,6.198522,3.667989,4.138654,4.071036,5.006365,5.017221,4.138654,4.071036,5.006365,5.017221,4.122375,4.109555,4.201257,4.211939,5.570129,5.808825,5.570129,5.808825,3.385417,3.385417,3.645833,3.906250,3.385417,3.385417,3.645833,3.906250,3.645833,3.385417,4.947917,4.947917,4.278081,4.425729,4.829659,5.356727,4.278081,4.425729,4.829659,5.356727,4.580620,4.621223,4.732304,4.877248,5.204271,5.225671,5.260689,5.330157,5.204271,5.225671,5.260689,5.330157,5.753722,6.003722,7.098134,8.201539,5.753722,6.003722,7.098134,8.201539,4.136859,4.136859,4.136859,4.136859,4.136859,4.136859,4.136859,4.136859,4.136859,4.136859,4.136859,4.136859,4.136859,4.136859,4.136859,4.136859
C000142,36,3,23,7,1,,4.492312,4.317319,4.053208,3.970517,4.492312,4.317319,4.053208,3.970517,5.166812,4.776127,4.247635,4.148871,5.166812,4.776127,4.247635,4.148871,4.104587,3.896373,3.736474,3.736474,4.104587,3.896373,3.736474,3.736474,4.773852,3.808941,5.413306,5.413306,4.773852,3.808941,5.413306,5.413306,5.279617,4.963839,6.187064,6.187064,5.279617,4.963839,6.187064,6.187064,5.275144,6.574161,6.570927,6.570927,3.944505,3.962910,3.944192,3.944192,5.363426,5.242915,4.876667,4.699275,4.628621,4.694895,4.915002,5.109380,5.292733,4.956107,4.368693,5.994281,5.292733,4.956107,4.368693,5.994281,5.420479,5.446093,5.006365,5.017221,5.420479,5.446093,5.006365,5.017221,5.469506,5.566674,5.753809,5.739696,3.499727,3.344397,3.499727,3.344397,4.947917,4.687500,4.166667,3.906250,4.947917,4.687500,4.166667,3.906250,4.947917,6.510417,6.770833,4.947917,5.342005,5.489652,5.893582,6.420651,5.342005,5.489652,5.893582,6.420651,5.165778,5.206381,5.317462,5.462405,5.161668,5.178605,5.206320,5.261034,5.161668,5.178605,5.206320,5.261034,4.336087,4.586087,5.679546,6.770220,4.336087,4.586087,5.679546,6.770220,3.020775,3.020775,3.020775,3.020775,3.020775,3.020775,3.020775,3.020775,3.020775,3.020775,3.020775,3.020775,3.020775,3.020775,3.020775,3.020775
C000143,36,4,24,7,1,,3.408306,3.486727,3.761291,3.925514,3.408306,3.486727,3.761291,3.925514,3.565249,3.550741,3.537801,3.688597,3.565249,3.550741,3.537801,3.688597,3.293952,3.444245,3.693146,3.693146,3.293952,3.444245,3.693146,3.693146,6.331310,6.222626,6.194127,6.194127,6.331310,6.222626,6.194127,6.194127,3.677696,3.709412,3.801609,3.801609,3.677696,3.709412,3.801609,3.801609,5.759329,4.676117,4.824108,4.824108,3.823966,3.897056,3.998996,3.998996,3.722722,3.846838,4.314918,4.675194,6.284451,6.219854,5.962279,5.704260,3.678151,3.686402,3.540465,3.456823,3.678151,3.686402,3.540465,3.456823,3.671523,3.569929,3.199614,5.017221,3.671523,3.569929,3.199614,5.017221,3.631444,3.578542,3.446769,3.445109,5.535424,5.902463,5.535424,5.902463,3.645833,3.645833,3.906250,3.906250,3.645833,3.645833,3.906250,3.906250,3.906250,3.906250,3.645833,4.947917,5.506610,5.654258,6.058188,6.585256,5.506610,5.654258,6.058188,6.585256,5.256311,5.296914,5.407995,5.552938,5.771987,5.852861,5.985202,6.251276,5.771987,5.852861,5.985202,6.251276,3.795887,4.045887,5.138983,6.224805,3.795887,4.045887,5.138983,6.224805,4.624597,4.624597,4.624597,4.624597,4.624597,4.624597,4.624597,4.624597,4.624597,4.624597,4.624597,4.624597,4.624597,4.624597,4.624597,4.624597
C000144,37,1,25,7,1,,3.949055,3.901063,3.906912,3.947964,3.949055,3.901063,3.906912,3.947964,4.364179,4.162017,3.891897,3.918201,4.364179,4.162017,3.891897,3.918201,3.698332,3.669786,3.714760,3.714760,3.698332,3.669786,3.714760,3.714760,5.554382,3.569894,5.804619,5.804619,5.554382,3.569894,5.804619,5.804619,4.476804,4.335175,6.446204,6.446204,4.476804,4.335175,6.446204,6.446204,3.406819,3.122523,3.124418,3.124418,5.966689,5.817924,6.049505,6.049505,4.518465,4.460282,4.473938,4.676511,5.476019,5.514433,5.563521,5.531111,4.483575,4.319787,6.217153,5.975176,4.483575,4.319787,6.217153,5.975176,4.543979,4.505842,5.006365,5.017221,4.543979,4.505842,5.006365,5.017221,4.548350,4.570309,4.855919,4.877309,6.076006,6.232546,6.076006,6.232546,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.687500,4.947917,4.947917,4.947917,4.176925,4.324573,4.728503,5.255571,4.176925,4.324573,4.728503,5.255571,4.524984,4.565587,4.676668,4.821612,6.280523,6.414673,6.634191,7.076377,6.280523,6.414673,6.634191,7.076377,6.323977,6.573977,7.668772,8.777299,6.323977,6.573977,7.668772,8.777299,3.832721,3.832721,3.832721,3.832721,3.832721,3.832721,3.832721,3.832721,3.832721,3.832721,3.832721,3.832721,3.832721,3.832721,3.832721,3.832721
C000145,37,2,26,7,1,,4.385399,4.235400,4.024417,3.966078,4.385399,4.235400,4.024417,3.966078,5.008853,4.655270,4.177626,4.103475,5.008853,4.655270,4.177626,4.103475,4.024636,3.851780,3.732200,3.732200,4.024636,3.851780,3.732200,3.732200,4.927460,4.249928,5.490316,5.490316,4.927460,4.249928,5.490316,5.490316,5.121623,6.281553,5.748029,5.748029,5.121623,6.281553,5.748029,5.748029,5.159482,3.873879,3.814544,3.814544,3.784734,3.811703,3.787721,3.787721,5.193410,5.073733,4.765545,4.688904,4.798251,4.865751,5.068498,5.224253,5.133490,4.830879,6.165314,5.937640,5.133490,4.830879,6.165314,5.937640,5.247984,5.011642,5.006365,5.621955,5.247984,5.011642,5.006365,5.621955,5.288222,5.370589,5.753809,5.739696,5.400324,5.936396,5.400324,5.936396,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.947917,4.687500,4.947917,4.947917,3.608908,3.756555,4.160485,4.687554,3.608908,3.756555,4.160485,4.687554,4.212575,4.253178,4.364259,4.509202,5.843733,5.932124,6.076764,6.367685,5.843733,5.932124,6.076764,6.367685,4.334472,4.584472,5.677931,6.768590,4.334472,4.584472,5.677931,6.768590,7.386594,7.386594,7.386594,7.386594,7.386594,7.386594,7.386594,7.386594,7.386594,7.386594,7.386594,7.386594,7.386594,7.386594,7.386594,7.386594
C000146,37,3,27,7,1,,3.885641,3.852474,3.889835,3.945331,3.885641,3.852474,3.889835,3.945331,4.270488,4.090333,3.850372,3.891276,4.270488,4.090333,3.850372,3.891276,3.650910,3.643337,3.712225,3.712225,3.650910,3.643337,3.712225,3.712225,5.645493,4.165614,5.850297,5.850297,5.645493,4.165614,5.850297,5.850297,4.383092,4.261792,5.850269,5.850269,4.383092,4.261792,5.850269,5.850269,5.939269,6.218599,6.319968,6.319968,3.764918,3.930698,4.261372,4.261372,4.422856,4.380549,4.446878,4.676115,5.572606,5.602548,5.620786,5.560156,4.389123,6.764660,3.905170,6.066061,4.389123,6.764660,3.905170,6.066061,4.441666,4.396087,5.006365,5.017221,4.441666,4.396087,5.006365,5.017221,4.440824,4.454004,4.690668,4.709354,6.239179,6.441623,6.239179,6.441623,4.947917,4.687500,4.166667,3.906250,4.947917,4.687500,4.166667,3.906250,6.250000,6.250000,6.770833,4.947917,4.361302,4.508950,4.912880,5.439949,4.361302,4.508950,4.912880,5.439949,4.626392,4.666995,4.778076,4.923019,6.027028,6.134621,6.310683,6.665081,6.027028,6.134621,6.310683,6.665081,5.335586,5.585586,6.679718,7.779368,5.335586,5.585586,6.679718,7.779368,5.433098,5.433098,5.433098,5.433098,5.433098,5.433098,5.433098,5.433098,5.433098,5.433098,5.433098,5.433098,5.433098,5.433098,5.433098,5.433098
C000147,37,4,28,7,1,,4.627940,4.421241,4.089731,3.976147,4.627940,4.421241,4.089731,3.976147,5.367194,4.929444,4.336447,4.206459,5.367194,4.929444,4.336447,4.206459,4.206011,3.952942,3.741895,3.741895,4.206011,3.952942,3.741895,3.741895,4.578987,3.627087,5.315612,5.315612,4.578987,3.627087,5.315612,5.315612,5.480045,5.120789,6.364892,6.364892,5.480045,5.120789,6.364892,6.364892,5.421871,6.726238,6.701670,6.701670,3.719342,3.789627,3.803761,3.803761,5.581796,5.469334,5.050165,4.724323,4.411377,4.470984,4.698074,4.931593,5.494744,5.114969,4.472318,5.981798,5.494744,5.114969,4.472318,5.981798,5.639303,5.680833,5.844994,5.017221,5.639303,5.680833,5.844994,5.017221,5.699478,5.815423,5.753809,5.739696,6.201969,5.887323,6.201969,5.887323,4.687500,4.427083,4.166667,3.906250,4.687500,4.427083,4.166667,3.906250,5.989583,5.989583,4.947917,8.593750,5.400373,5.548020,5.951950,6.479019,5.400373,5.548020,5.951950,6.479019,5.197880,5.238483,5.349564,5.494508,6.755534,6.939447,7.240396,7.847083,6.755534,6.939447,7.240396,7.847083,4.869342,5.119342,6.213160,7.308623,4.869342,5.119342,6.213160,7.308623,3.688613,3.688613,3.688613,3.688613,3.688613,3.688613,3.688613,3.688613,3.688613,3.688613,3.688613,3.688613,3.688613,3.688613,3.688613,3.688613
C000148,38,1,29,7,1,,3.513933,3.567661,3.789736,3.929900,3.513933,3.567661,3.789736,3.929900,3.721308,3.670145,3.606969,3.733447,3.721308,3.670145,3.606969,3.733447,3.372941,3.488301,3.697368,3.697368,3.372941,3.488301,3.697368,3.697368,6.179549,4.398624,6.118043,6.118043,6.179549,4.398624,6.118043,6.118043,3.833790,3.831645,5.629380,5.629380,3.833790,3.831645,5.629380,5.629380,5.495370,5.990456,6.155625,6.155625,3.974566,4.038105,4.125260,4.125260,3.874722,3.955459,4.335639,4.675255,6.129215,6.089978,5.898670,5.681279,3.835479,3.810124,6.110783,6.016217,3.835479,3.810124,6.110783,6.016217,3.841944,3.752746,5.006365,5.017221,3.841944,3.752746,5.006365,5.017221,3.810548,3.772268,3.722025,3.724868,6.068932,6.630144,6.068932,6.630144,3.645833,3.645833,3.906250,3.906250,3.645833,3.645833,3.906250,3.906250,3.906250,3.906250,4.947917,4.947917,6.067267,6.214915,6.618845,7.145913,6.067267,6.214915,6.618845,7.145913,5.564672,5.605275,5.716356,5.861300,6.904641,7.104175,7.430686,8.089010,6.904641,7.104175,7.430686,8.089010,4.422456,4.672456,5.765973,6.857423,4.422456,4.672456,5.765973,6.857423,4.675606,4.675606,4.675606,4.675606,4.675606,4.675606,4.675606,4.675606,4.675606,4.675606,4.675606,4.675606,4.675606,4.675606,4.675606,4.675606
C000149,38,2,30,7,1,,4.823088,4.570768,4.142284,3.984249,4.823088,4.570768,4.142284,3.984249,5.655516,5.150044,4.464235,4.289320,5.655516,5.150044,4.464235,4.289320,4.351946,4.034336,3.749695,3.749695,4.351946,4.034336,3.749695,3.749695,4.298605,5.778857,2.897060,2.897060,4.298605,5.778857,2.897060,2.897060,5.768431,5.346618,4.197428,4.197428,5.768431,5.346618,4.197428,4.197428,5.632990,5.229491,5.125746,5.125746,5.841123,5.786281,5.690187,5.690187,5.901356,5.819813,5.381931,4.812060,4.094720,4.134183,4.336299,4.595714,5.785409,5.343548,6.228257,4.488684,5.785409,5.343548,6.228257,4.488684,5.954159,6.018590,6.268269,5.017221,5.954159,6.018590,6.268269,5.017221,6.030376,6.173337,5.753809,5.739696,6.287681,6.021558,6.287681,6.021558,4.427083,4.427083,4.166667,3.906250,4.427083,4.427083,4.166667,3.906250,5.729167,5.729167,4.947917,7.291667,4.248971,4.396618,4.800548,5.327617,4.248971,4.396618,4.800548,5.327617,4.564609,4.605212,4.716293,4.861237,4.864668,4.850490,4.827291,4.779151,4.864668,4.850490,4.827291,4.779151,5.560583,5.810583,6.904866,8.006536,5.560583,5.810583,6.904866,8.006536,6.174051,6.174051,6.174051,6.174051,6.174051,6.174051,6.174051,6.174051,6.174051,6.174051,6.174051,6.174051,6.174051,6.174051,6.174051,6.174051
