item,case,level,level_ko,desc,blind_by_design,fp_by_design,current_focus,blind_spot,over_detect,cpk_ratio_pct,stdev_delta_pct,ks_d,meanshift_sigma,median_shift,iqr_delta_pct,p_mean,p_stdev,before_avg,before_stdev,before_cpk,after_avg,after_stdev,after_cpk
SHAPE_BIMODAL_SKEW_02_L2,SHAPE_BIMODAL_SKEW,2,L2 자세히 보면 다름,정규 → 비대칭 쌍봉(소수 모드 혼입),1,0,0,0,0,100.0,1e-06,0.0317,0.0,0.0111,-1.092623,1.0,0.94925,5.0,1.041666662361905,1.6,5.0,1.0416666691666232,1.6
SHAPE_BIMODAL_SKEW_02_L3,SHAPE_BIMODAL_SKEW,3,L3 확실히 다름,정규 → 비대칭 쌍봉(소수 모드 혼입),1,0,0,1,0,100.0,-2e-06,0.0515,0.0,0.0445,10.797146,1.0,0.368375,5.0,1.041666683981753,1.6,5.0,1.041666661579733,1.6
SHAPE_BIMODAL_SKEW_02_L4,SHAPE_BIMODAL_SKEW,4,L4 누가 봐도 완전히 다름,정규 → 비대칭 쌍봉(소수 모드 혼입),1,0,0,1,0,100.0,-0.0,0.107,0.0,0.0922,35.084867,1.0,0.049146,5.0,1.0416666719196024,1.6,5.0,1.0416666689373006,1.6
SHAPE_TRIMODAL_01_L1,SHAPE_TRIMODAL,1,L1 차이 거의 없음,정규 → 삼봉(사이트 혼입),1,0,0,0,0,100.0,1e-06,0.0258,0.0,0.0396,-0.730851,1.0,0.974642,5.0,1.0416666717323966,1.6,5.0,1.0416666781151818,1.6
SHAPE_TRIMODAL_01_L2,SHAPE_TRIMODAL,2,L2 자세히 보면 다름,정규 → 삼봉(사이트 혼입),1,0,0,0,0,100.0,-0.0,0.0337,0.0,0.0047,8.680623,1.0,0.352607,5.0,1.0416666696109746,1.6,5.0,1.0416666677688475,1.6
SHAPE_TRIMODAL_01_L3,SHAPE_TRIMODAL,3,L3 확실히 다름,정규 → 삼봉(사이트 혼입),1,0,0,1,0,100.0,1e-06,0.0624,0.0,0.0508,27.624001,1.0,0.081638,5.0,1.0416666500865719,1.6,5.0,1.0416666573905238,1.6
SHAPE_TRIMODAL_01_L4,SHAPE_TRIMODAL,4,L4 누가 봐도 완전히 다름,정규 → 삼봉(사이트 혼입),1,0,0,1,0,100.0,-0.0,0.1665,0.0,0.0097,63.657927,1.0,0.050911,5.0,1.0416666668351475,1.6,5.0,1.0416666658307068,1.6
SHAPE_TRIMODAL_02_L1,SHAPE_TRIMODAL,1,L1 차이 거의 없음,정규 → 삼봉(사이트 혼입),1,0,0,0,0,100.0,2e-06,0.0357,0.0,0.0006,-0.45502,1.0,0.815187,5.0,1.0416666610214405,1.6,5.0,1.041666676826188,1.6
SHAPE_TRIMODAL_02_L2,SHAPE_TRIMODAL,2,L2 자세히 보면 다름,정규 → 삼봉(사이트 혼입),1,0,0,0,0,100.0,2e-06,0.0377,0.0,0.0591,6.433086,1.0,0.517466,5.0,1.0416666498496885,1.6,5.0,1.0416666704764428,1.6
SHAPE_TRIMODAL_02_L3,SHAPE_TRIMODAL,3,L3 확실히 다름,정규 → 삼봉(사이트 혼입),1,0,0,1,0,100.0,0.0,0.0763,0.0,0.0072,32.400701,1.0,0.015442,5.0,1.0416666714056306,1.6,5.0,1.0416666757217252,1.6
SHAPE_TRIMODAL_02_L4,SHAPE_TRIMODAL,4,L4 누가 봐도 완전히 다름,정규 → 삼봉(사이트 혼입),1,0,0,1,0,100.0,-1e-06,0.1596,0.0,0.0068,58.824118,1.0,0.093082,5.0,1.0416666723352923,1.6,5.0,1.0416666660829386,1.6
SHAPE_TAILFLIP_01_L1,SHAPE_TAILFLIP,1,L1 차이 거의 없음,"꼬리 방향 반전 (위→아래, μ·σ 동일)",1,0,0,0,0,100.0,1e-06,0.0278,0.0,0.0122,2.320289,1.0,0.893549,5.0,1.0416666604664284,1.6,5.0,1.0416666723977062,1.6
SHAPE_TAILFLIP_01_L2,SHAPE_TAILFLIP,2,L2 자세히 보면 다름,"꼬리 방향 반전 (위→아래, μ·σ 동일)",1,0,0,0,0,100.0,-1e-06,0.0416,0.0,0.0477,4.095168,1.0,0.966153,5.0,1.0416666738050941,1.6,5.0,1.041666659465304,1.6
SHAPE_TAILFLIP_01_L3,SHAPE_TAILFLIP,3,L3 확실히 다름,"꼬리 방향 반전 (위→아래, μ·σ 동일)",1,0,0,1,0,99.88,0.103957,0.0862,0.0002,0.1304,-2.904516,0.996558,0.909368,4.9998,1.0405849040451693,1.602,5.0,1.04166666254946,1.6
SHAPE_TAILFLIP_01_L4,SHAPE_TAILFLIP,4,L4 누가 봐도 완전히 다름,"꼬리 방향 반전 (위→아래, μ·σ 동일)",1,0,0,1,0,100.0,1e-06,0.1972,0.0,0.3356,-3.532157,1.0,0.911012,5.0,1.0416666582660794,1.6,5.0,1.0416666635700405,1.6
SHAPE_TAILFLIP_02_L1,SHAPE_TAILFLIP,1,L1 차이 거의 없음,"꼬리 방향 반전 (위→아래, μ·σ 동일)",1,0,0,0,0,100.0,1e-06,0.0278,0.0,0.0361,0.999734,1.0,0.781166,5.0,1.041666664426788,1.6,5.0,1.0416666698959542,1.6
SHAPE_TAILFLIP_02_L2,SHAPE_TAILFLIP,2,L2 자세히 보면 다름,"꼬리 방향 반전 (위→아래, μ·σ 동일)",1,0,0,0,0,100.0,1e-06,0.0416,0.0,0.0493,1.037098,1.0,0.665964,5.0,1.0416666609055958,1.6,5.0,1.0416666726071586,1.6
SHAPE_TAILFLIP_02_L3,SHAPE_TAILFLIP,3,L3 확실히 다름,"꼬리 방향 반전 (위→아래, μ·σ 동일)",1,0,0,1,0,100.0,-0.0,0.0773,0.0,0.1417,0.235854,1.0,0.818999,5.0,1.041666659043433,1.6,5.0,1.0416666582297667,1.6
SHAPE_TAILFLIP_02_L4,SHAPE_TAILFLIP,4,L4 누가 봐도 완전히 다름,"꼬리 방향 반전 (위→아래, μ·σ 동일)",1,0,0,1,0,100.0,0.0,0.1943,0.0,0.3884,-3.937249,1.0,0.83693,5.0,1.0416666657355675,1.6,5.0,1.0416666701942803,1.6
SHAPE_TAIL_ONESIDE_01_L1,SHAPE_TAIL_ONESIDE,1,L1 차이 거의 없음,정규 → 한쪽 꼬리 (σ 는 재정규화로 동일),1,0,0,0,0,100.0,2e-06,0.0149,0.0,0.0034,-2.37243,1.0,0.993388,5.0,1.041666659116727,1.6,5.0,1.0416666754491237,1.6
SHAPE_TAIL_ONESIDE_01_L2,SHAPE_TAIL_ONESIDE,2,L2 자세히 보면 다름,정규 → 한쪽 꼬리 (σ 는 재정규화로 동일),1,0,0,0,0,100.0,0.0,0.0198,0.0,0.0183,3.243972,1.0,0.989915,5.0,1.0416666501711755,1.6,5.0,1.0416666530489946,1.6
SHAPE_TAIL_ONESIDE_01_L3,SHAPE_TAIL_ONESIDE,3,L3 확실히 다름,정규 → 한쪽 꼬리 (σ 는 재정규화로 동일),1,0,0,1,0,100.0,-0.0,0.0565,0.0,0.0606,-9.981541,1.0,0.19546,5.0,1.0416666789986408,1.6,5.0,1.0416666781683441,1.6
SHAPE_TAIL_ONESIDE_01_L4,SHAPE_TAIL_ONESIDE,4,L4 누가 봐도 완전히 다름,정규 → 한쪽 꼬리 (σ 는 재정규화로 동일),1,0,0,1,0,100.0,-1e-06,0.1358,0.0,0.1315,-26.268746,1.0,0.005716,5.0,1.0416666716422185,1.6,5.0,1.0416666571528777,1.6
SHAPE_TAIL_ONESIDE_02_L1,SHAPE_TAIL_ONESIDE,1,L1 차이 거의 없음,정규 → 한쪽 꼬리 (σ 는 재정규화로 동일),1,0,0,0,0,100.0,0.0,0.0426,0.0,0.0582,-2.823325,1.0,0.754629,5.0,1.041666674337962,1.6,5.0,1.0416666792717895,1.6
SHAPE_TAIL_ONESIDE_02_L2,SHAPE_TAIL_ONESIDE,2,L2 자세히 보면 다름,정규 → 한쪽 꼬리 (σ 는 재정규화로 동일),1,0,0,0,0,100.0,0.0,0.0287,0.0,0.0162,-5.664027,1.0,0.638024,5.0,1.041666660055708,1.6,5.0,1.041666660282537,1.6
SHAPE_TAIL_ONESIDE_02_L3,SHAPE_TAIL_ONESIDE,3,L3 확실히 다름,정규 → 한쪽 꼬리 (σ 는 재정규화로 동일),1,0,0,1,0,100.0,-1e-06,0.0664,0.0,0.073,-11.133232,1.0,0.173535,5.0,1.041666667396922,1.6,5.0,1.0416666528786307,1.6
SHAPE_TAIL_ONESIDE_02_L4,SHAPE_TAIL_ONESIDE,4,L4 누가 봐도 완전히 다름,정규 → 한쪽 꼬리 (σ 는 재정규화로 동일),1,0,0,1,0,100.0,1e-06,0.1259,0.0,0.1271,-25.094852,1.0,0.005399,5.0,1.0416666566232786,1.6,5.0,1.0416666635012513,1.6
SHAPE_TAIL_BOTH_01_L1,SHAPE_TAIL_BOTH,1,L1 차이 거의 없음,정규 → 양쪽 꼬리(몸통 수축),1,0,0,0,0,100.0,1e-06,0.0337,0.0,0.0371,-2.192311,1.0,0.938956,5.0,1.0416666580195437,1.6,5.0,1.0416666716676404,1.6
SHAPE_TAIL_BOTH_01_L2,SHAPE_TAIL_BOTH,2,L2 자세히 보면 다름,정규 → 양쪽 꼬리(몸통 수축),1,0,0,0,0,100.12,-0.160706,0.0416,0.0003,0.0074,-8.737161,0.994835,0.273812,5.0,1.0416666706732434,1.6,4.9997,1.0399926482805117,1.602
SHAPE_TAIL_BOTH_01_L3,SHAPE_TAIL_BOTH,3,L3 확실히 다름,정규 → 양쪽 꼬리(몸통 수축),1,0,0,1,0,100.0,-0.0,0.0664,0.0,0.0262,-24.886201,1.0,0.003834,5.0,1.0416666513830137,1.6,5.0,1.0416666482658228,1.6
SHAPE_TAIL_BOTH_01_L4,SHAPE_TAIL_BOTH,4,L4 누가 봐도 완전히 다름,정규 → 양쪽 꼬리(몸통 수축),1,0,0,1,0,100.0,-1e-06,0.0912,0.0,0.0107,-32.459431,1.0,0.004271,5.0,1.0416666717369965,1.6,5.0,1.041666664417447,1.6
SHAPE_UNIFORM_01_L1,SHAPE_UNIFORM,1,L1 차이 거의 없음,정규 → 균등(평평한 몸통),1,0,0,0,0,100.0,-1e-06,0.0297,0.0,0.0249,-3.761753,1.0,0.844701,5.0,1.0416666734274134,1.6,5.0,1.0416666646163733,1.6
SHAPE_UNIFORM_01_L2,SHAPE_UNIFORM,2,L2 자세히 보면 다름,정규 → 균등(평평한 몸통),1,0,0,0,0,100.0,-1e-06,0.0565,0.0,0.0589,15.451364,1.0,0.096995,5.0,1.0416666752012629,1.6,5.0,1.0416666648956132,1.6
SHAPE_UNIFORM_01_L3,SHAPE_UNIFORM,3,L3 확실히 다름,정규 → 균등(평평한 몸통),1,0,0,1,0,100.0,2e-06,0.0674,0.0,0.0214,25.581379,1.0,0.005493,5.0,1.041666645081866,1.6,5.0,1.0416666669581671,1.6
SHAPE_UNIFORM_01_L4,SHAPE_UNIFORM,4,L4 누가 봐도 완전히 다름,정규 → 균등(평평한 몸통),1,0,0,1,0,100.0,-0.0,0.0634,0.0,0.024,23.846151,1.0,0.004811,5.0,1.0416666717202885,1.6,5.0,1.0416666697195904,1.6
SHAPE_UNIFORM_02_L1,SHAPE_UNIFORM,1,L1 차이 거의 없음,정규 → 균등(평평한 몸통),1,0,0,0,0,100.0,2e-06,0.0248,0.0,0.0175,-0.301085,1.0,0.694566,5.0,1.0416666506784698,1.6,5.0,1.0416666764577227,1.6
SHAPE_UNIFORM_02_L2,SHAPE_UNIFORM,2,L2 자세히 보면 다름,정규 → 균등(평평한 몸통),1,0,0,0,0,100.0,-2e-06,0.0436,0.0,0.0389,11.480792,1.0,0.116675,5.0,1.0416666693211214,1.6,5.0,1.0416666526597105,1.6
SHAPE_UNIFORM_02_L3,SHAPE_UNIFORM,3,L3 확실히 다름,정규 → 균등(평평한 몸통),1,0,0,1,0,100.0,0.0,0.0704,0.0,0.0276,26.58945,1.0,0.01643,5.0,1.0416666834284323,1.6,5.0,1.0416666849285874,1.6
SHAPE_UNIFORM_02_L4,SHAPE_UNIFORM,4,L4 누가 봐도 완전히 다름,정규 → 균등(평평한 몸통),1,0,0,1,0,100.0,-0.0,0.0714,0.0,0.0156,27.105157,1.0,0.016558,5.0,1.0416666610020342,1.6,5.0,1.041666659195088,1.6
SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU,1,L1 차이 거의 없음,정규 → 중앙 함몰(U 자화),1,0,0,0,0,100.0,1e-06,0.0337,0.0,0.0162,3.858805,1.0,0.534322,5.0,1.0416666492414135,1.6,5.0,1.0416666639738037,1.6
SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU,2,L2 자세히 보면 다름,정규 → 중앙 함몰(U 자화),1,0,0,0,0,100.0,0.0,0.0605,0.0,0.0094,19.377186,1.0,0.076958,5.0,1.0416666757501098,1.6,5.0,1.0416666800287837,1.6
SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU,3,L3 확실히 다름,정규 → 중앙 함몰(U 자화),1,0,0,1,0,100.0,-0.0,0.111,0.0,0.0128,26.516024,1.0,0.000214,5.0,1.0416666756766715,1.6,5.0,1.0416666739043567,1.6
SHAPE_PLATEAU_01_L4,SHAPE_PLATEAU,4,L4 누가 봐도 완전히 다름,정규 → 중앙 함몰(U 자화),1,0,0,1,0,100.0,-1e-06,0.1586,0.0,0.2215,41.222335,1.0,0.0,5.0,1.0416666704385185,1.6,5.0,1.04166666498166,1.6
SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R,1,L1 차이 거의 없음,정규 → 우왜곡(로그정규형),1,0,0,0,0,100.0,0.0,0.0496,0.0,0.0467,-4.103283,1.0,0.911594,5.0,1.0416666634427318,1.6,5.0,1.041666663693048,1.6
SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R,2,L2 자세히 보면 다름,정규 → 우왜곡(로그정규형),1,0,0,0,0,100.0,-1e-06,0.0704,0.0,0.0907,-8.321456,1.0,0.338829,5.0,1.041666682522399,1.6,5.0,1.0416666721847097,1.6
SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R,3,L3 확실히 다름,정규 → 우왜곡(로그정규형),1,0,0,1,0,101.69,-1.729628,0.109,0.0031,0.1712,-23.285093,0.944519,0.00117,5.0,1.0416666605792342,1.6,4.9968,1.0236497020959008,1.627
SHAPE_SKEW_R_01_L4,SHAPE_SKEW_R,4,L4 누가 봐도 완전히 다름,정규 → 우왜곡(로그정규형),1,0,0,1,0,114.31,-12.831839,0.223,0.0159,0.2029,-48.950938,0.702811,0.0,5.0,1.04166666696369,1.6,4.9834,0.9080016735333692,1.829
SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP,1,L1 차이 거의 없음,"왜곡 방향 반전 (우→좌, μ·σ 동일)",1,0,0,0,0,100.0,1e-06,0.0823,0.0,0.1348,11.430601,1.0,0.573898,5.0,1.0416666643564572,1.6,5.0,1.041666671838848,1.6
SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP,2,L2 자세히 보면 다름,"왜곡 방향 반전 (우→좌, μ·σ 동일)",1,0,0,0,0,98.52,1.52951,0.1516,0.0025,0.263,-5.322371,0.95496,0.99155,4.9974,1.0259742719093996,1.624,5.0,1.0416666543921194,1.6
SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP,3,L3 확실히 다름,"왜곡 방향 반전 (우→좌, μ·σ 동일)",1,0,0,1,0,98.85,1.249098,0.2498,0.0093,0.4323,-11.933725,0.835236,0.651093,4.9943,1.008659079791156,1.65,5.0037,1.0212582247287192,1.631
SHAPE_SKEWFLIP_01_L4,SHAPE_SKEWFLIP,4,L4 누가 봐도 완전히 다름,"왜곡 방향 반전 (우→좌, μ·σ 동일)",1,0,0,1,0,92.91,7.76098,0.3588,0.02,0.7781,6.103882,0.666094,0.250101,4.9872,0.9362134373532923,1.776,5.0059,1.008872777591121,1.65
SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER,1,L1 차이 거의 없음,정규 → 이탈 무리 분리,1,0,0,0,0,100.0,2e-06,0.0248,0.0,0.0077,6.448543,1.0,0.788835,5.0,1.0416666656081495,1.6,5.0,1.0416666825534469,1.6
SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER,2,L2 자세히 보면 다름,정규 → 이탈 무리 분리,1,0,0,0,0,100.0,1e-06,0.0327,0.0,0.0267,-8.356268,1.0,0.432227,5.0,1.0416666624182271,1.6,5.0,1.0416666691853118,1.6
SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER,3,L3 확실히 다름,정규 → 이탈 무리 분리,1,0,0,1,0,100.0,-0.0,0.0654,0.0,0.0313,-14.862772,1.0,0.076085,5.0,1.0416666690045564,1.6,5.0,1.041666664489218,1.6
SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER,4,L4 누가 봐도 완전히 다름,정규 → 이탈 무리 분리,1,0,0,1,0,100.0,-1e-06,0.1348,0.0,0.1599,-29.867026,1.0,0.000471,5.0,1.041666681267144,1.6,5.0,1.041666668093169,1.6
SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER,1,L1 차이 거의 없음,정규 → 이탈 무리 분리,1,0,0,0,0,100.0,1e-06,0.0198,0.0,0.0005,3.069732,1.0,0.765885,5.0,1.0416666617676467,1.6,5.0,1.0416666696716195,1.6
SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER,2,L2 자세히 보면 다름,정규 → 이탈 무리 분리,1,0,0,0,0,100.0,-1e-06,0.0387,0.0,0.0338,1.01837,1.0,0.897133,5.0,1.0416666688466094,1.6,5.0,1.04166665913678,1.6
SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER,3,L3 확실히 다름,정규 → 이탈 무리 분리,1,0,0,1,0,100.0,1e-06,0.0892,0.0,0.0637,-23.440745,1.0,0.013256,5.0,1.04166665313099,1.6,5.0,1.0416666631088458,1.6
SHAPE_OUTLIER_02_L4,SHAPE_OUTLIER,4,L4 누가 봐도 완전히 다름,정규 → 이탈 무리 분리,1,0,0,1,0,100.0,1e-06,0.1288,0.0,0.1624,-29.005592,1.0,0.000412,5.0,1.0416666547557933,1.6,5.0,1.0416666656507618,1.6
SHAPE_SPIKE_01_L1,SHAPE_SPIKE,1,L1 차이 거의 없음,정규 → 단일값 스파이크(포화·클램프),1,0,0,0,0,100.0,1e-06,0.0436,0.0,0.035,-7.381009,1.0,0.321727,5.0,1.0416666559439818,1.6,5.0,1.0416666698980495,1.6
SHAPE_SPIKE_01_L2,SHAPE_SPIKE,2,L2 자세히 보면 다름,정규 → 단일값 스파이크(포화·클램프),1,0,0,0,0,100.0,1e-06,0.11,0.0,0.0264,-12.429693,1.0,0.036033,5.0,1.0416666571483784,1.6,5.0,1.0416666724469257,1.6
SHAPE_SPIKE_01_L3,SHAPE_SPIKE,3,L3 확실히 다름,정규 → 단일값 스파이크(포화·클램프),1,0,0,1,0,100.0,0.0,0.1546,0.0,0.004,-36.411418,1.0,6e-06,5.0,1.0416666800329388,1.6,5.0,1.0416666806409498,1.6
SHAPE_SPIKE_01_L4,SHAPE_SPIKE,4,L4 누가 봐도 완전히 다름,정규 → 단일값 스파이크(포화·클램프),1,0,0,1,0,100.0,0.0,0.2557,0.0,0.0088,-96.778836,1.0,0.0,5.0,1.0416666713241627,1.6,5.0,1.0416666736635953,1.6
SHAPE_SPIKE_02_L1,SHAPE_SPIKE,1,L1 차이 거의 없음,정규 → 단일값 스파이크(포화·클램프),1,0,0,0,0,100.0,1e-06,0.0515,0.0,0.0035,-7.274064,1.0,0.247515,5.0,1.04166666345101,1.6,5.0,1.0416666769495733,1.6
SHAPE_SPIKE_02_L2,SHAPE_SPIKE,2,L2 자세히 보면 다름,정규 → 단일값 스파이크(포화·클램프),1,0,0,0,0,100.0,0.0,0.0813,0.0,0.0076,-8.806156,1.0,0.050289,5.0,1.0416666631954676,1.6,5.0,1.0416666672441568,1.6
SHAPE_SPIKE_02_L3,SHAPE_SPIKE,3,L3 확실히 다름,정규 → 단일값 스파이크(포화·클램프),1,0,0,1,0,100.0,-2e-06,0.1695,0.0,0.0148,-36.09197,1.0,5e-06,5.0,1.0416666696875414,1.6,5.0,1.0416666536239876,1.6
SHAPE_SPIKE_02_L4,SHAPE_SPIKE,4,L4 누가 봐도 완전히 다름,정규 → 단일값 스파이크(포화·클램프),1,0,0,1,0,100.0,-2e-06,0.2716,0.0,0.0412,-96.569803,1.0,0.0,5.0,1.0416666815032964,1.6,5.0,1.0416666648735677,1.6
SHAPE_TRUNC_01_L1,SHAPE_TRUNC,1,L1 차이 거의 없음,정규 → 한쪽 절단(벽 생성),1,0,0,0,0,100.0,-0.0,0.0278,0.0,0.0174,-6.07322,1.0,0.561396,5.0,1.0416666800425243,1.6,5.0,1.041666677574923,1.6
SHAPE_TRUNC_01_L2,SHAPE_TRUNC,2,L2 자세히 보면 다름,정규 → 한쪽 절단(벽 생성),1,0,0,0,0,100.0,-4e-06,0.0664,0.0,0.0373,7.316013,1.0,0.475907,5.0,1.0416666577978237,1.6,5.0,1.0416666174548075,1.6
SHAPE_TRUNC_01_L3,SHAPE_TRUNC,3,L3 확실히 다름,정규 → 한쪽 절단(벽 생성),1,0,0,1,0,100.0,-9e-06,0.1249,0.0,0.1145,19.873173,1.0,0.257585,5.0,1.0416666704440467,1.6,5.0,1.0416665752536227,1.6
SHAPE_TRUNC_01_L4,SHAPE_TRUNC,4,L4 누가 봐도 완전히 다름,정규 → 한쪽 절단(벽 생성),1,0,0,1,0,100.0,-8e-06,0.2012,0.0,0.2497,7.284326,1.0,0.834374,5.0,1.0416666557152099,1.6,5.0,1.0416665700750734,1.6
DISC_GRAIN_01_L1,DISC_GRAIN,1,L1 차이 거의 없음,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,0,0,0,100.19,-0.236946,0.0258,0.0045,0.0,0.0,0.919738,0.985419,4.999,1.0487839560858447,1.589,5.0037,1.0462989069739645,1.592
DISC_GRAIN_01_L2,DISC_GRAIN,2,L2 자세히 보면 다름,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,0,0,0,99.0,0.838642,0.0753,0.008,0.2,19.999939,0.858719,0.965138,4.9998,1.0427950394686205,1.598,5.0081,1.0515403514779635,1.582
DISC_GRAIN_01_L3,DISC_GRAIN,3,L3 확실히 다름,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,0,1,0,96.06,4.018368,0.1457,0.007,0.2,-20.000092,0.877513,0.636035,4.9977,1.0425731929370334,1.598,5.005,1.084467615392431,1.535
DISC_GRAIN_01_L4,DISC_GRAIN,4,L4 누가 봐도 완전히 다름,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,1,0,0,86.25,15.60493,0.3231,0.0171,0.5,33.333312,0.722468,8.7e-05,5.0021,1.0413531554876856,1.6,4.9843,1.203855585701087,1.38
DISC_GRAIN_02_L1,DISC_GRAIN,1,L1 차이 거의 없음,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,0,0,0,100.44,-0.342689,0.0159,0.0067,0.0,0.0,0.880549,0.890808,5.006,1.0479394551571852,1.589,4.999,1.0443482860083777,1.596
DISC_GRAIN_02_L2,DISC_GRAIN,2,L2 자세히 보면 다름,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,0,0,0,98.87,1.102605,0.0575,0.0027,0.1667,0.0,0.952181,0.929792,5.0006,1.0428529504733532,1.598,5.0034,1.0543515007288369,1.58
